20160201,0.151026
20160225,0.025093
20160413,0.030658
20160429,0.028261
20160525,0.018992
20160730,2.785309
20160817,1.004617
20160910,0.825193
20161004,1.018832
20161022,0.688345
20161115,0.397256
20170102,0.156133
20170126,0.164383
20170211,0.371432
20170303,0.039585
20170327,0.023327
20170417,0.018601
20170508,0.022014
20170530,0.034077
20170623,0.409174
20170717,1.207926
20170806,1.853674
20171126,0.402433
20171220,0.276224
20180106,0.242369
20180127,0.817786
20180218,0.316028
20180314,0.028697
20180407,0.044248
20180427,0.017571
20180518,0.050011
20180608,0.288039
20180630,0.471664
20180724,2.065619
20180817,0.778486
20180906,0.798274
20180927,0.590399
20181203,0.138417
20181227,0.084991
20190116,0.508539
20190206,1.322318
20190227,0.065660
20190321,0.031381
20190414,0.027776
20190504,0.012984
20190618,0.061081
20190709,0.343562
20190731,2.421453
20190824,1.051980
20190913,0.903289
20191004,0.768184
20191028,0.570030
20191118,0.389927
20191210,0.197746
20200103,0.107211
20200123,0.332440
20200216,1.050603
20200308,0.069846
20200329,0.061870
20200420,0.017571
20200514,0.028211
20200603,0.304378
20200627,1.069236
20200718,3.417817
20200808,2.188920
20200830,1.119840
20200923,1.789121
20201013,1.272571
20201106,0.608792
20201127,0.285081
20201218,0.370109
20210109,0.255643
20210202,1.088151
20210226,0.063228
20210318,0.077483
20210408,0.042313
20210429,0.014528
20210521,0.032785
20210614,0.251103
20210708,1.569156
20210728,1.885874
20210818,1.231779
20210908,0.906379
20211002,0.653832
20211024,0.486893
20211117,0.261846
20211207,0.134875
20211228,0.135487
20220118,0.335625
20220211,0.685684
20220305,0.099230
20220329,0.034362
20220418,0.011551
20220509,0.013408
20220530,0.084009
20220625,1.194799
20220625,1.194799
20220717,0.850140
20220717,0.850140
20220808,1.736176
20220812,2.247263
20220820,1.038938
20220826,0.615616
20220903,0.609769
20220909,0.666679
20220927,0.654515
20220930,0.694667
20221007,0.619002
20221014,0.622311
20221021,0.635485
20221028,0.761614
20221104,0.483119
20221111,0.410407
20221118,0.224204
20221202,0.123008
20221209,0.128310
20221216,0.127062
20221223,0.090718
20230201,0.486645
20230203,0.451327
20230210,0.355687
20230217,0.490332
20230224,0.169145
20230303,0.100925
20230310,0.061451
20230317,0.053357
20230324,0.102748
20230414,0.024259
20230421,0.031497
20230616,0.014881
20230616,0.014881
20230623,0.034598
20230915,0.764883
20230922,0.616869
20230929,0.565362
20231006,0.765355
20231013,0.866620
20231020,0.670090
20231027,0.602697
20231103,0.429896
20231110,0.370169
20231117,0.291892
20231124,0.236241
20231201,0.206854
20231208,0.180909
20231215,0.141793
20231222,0.122278
20231229,0.116957
20240112,0.064862
20240119,0.151528
20240126,0.375560
20240202,0.537581
20240209,0.846399
20240216,0.699595
20240223,0.663586
20240301,0.119641
20240308,0.087528
20240315,0.107787
20240322,0.058854
20240329,0.035175
20240405,0.020275
20240412,0.028569
20240419,0.029579
20240426,0.023686
20240503,0.020366
20240510,0.012206
20240517,0.012048
20240524,0.008508
20240531,0.008321
20240607,0.011970
20240614,0.015220
20240621,0.034059
20240628,0.138745
20240915,0.554396
20240920,0.465739
20240927,0.501386
20241004,0.629578
20241011,0.745719
20241018,0.631316
20241025,0.521058
20241101,0.532894
20241108,0.370543
20241115,0.335249
20241122,0.246615
20241129,0.194025
20241206,0.145812
20241213,0.142230
20241220,0.117810
20241227,0.104342
20250103,0.103528
20250110,0.106487
20250117,0.102787
20250124,0.216092
20250131,0.411606
20250207,0.581086
20250214,0.711864
20250221,0.703640
20250619,0.378037
20250620,0.345824
20250627,0.247064
20250704,0.268810
20250711,0.249252
20250718,0.566322
20250725,1.263226
20250801,2.153151
20250808,2.874549
20250815,2.412000
20250822,1.754256
20250829,1.403838
20250905,1.016205
20250912,0.858226
20250919,0.742899
20250926,0.780041
